record,age,sex,grade,race4,race7,bmi,stweight
30784,14 years old,Male,9th,White,White,NA,NA
1306136,16 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,21.216900000000003,63.5
925460,16 years old,Male,10th,All other races,Asian,20.7197,59.879999999999995
108234,15 years old,Male,10th,White,White,NA,NA
1304608,15 years old,Male,10th,White,White,21.326,58.06
631969,16 years old,Male,12th,White,White,31.1053,95.26
1314710,17 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,15.912,44.91
1105476,16 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,41.535900000000005,99.79
31819,15 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
1315347,17 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,22.081999999999997,54.43
119837,17 years old,Female,12th,White,White,NA,NA
31119,15 years old,Male,9th,Black or African American,Black or African American,NA,NA
923277,15 years old,Male,10th,White,White,18.514300000000002,56.7
1305563,15 years old,Male,9th,Black or African American,Black or African American,NA,NA
41330,17 years old,Female,12th,All other races,Asian,NA,NA
935967,17 years old,Female,12th,All other races,Asian,21.5234,51.71
923180,15 years old,Male,9th,White,White,23.1053,70.76
116010,15 years old,Female,9th,All other races,Asian,NA,NA
923222,15 years old,Male,10th,All other races,Native Hawaiian/other PI,19.485099999999996,72.58
923910,15 years old,Male,9th,All other races,Native Hawaiian/other PI,21.7618,68.95
924081,15 years old,Male,9th,White,White,19.9298,56.25
924823,16 years old,Male,10th,White,White,19.7033,58.97
1308860,17 years old,Male,11th,All other races,Multiple - Non-Hispanic,22.1484,56.7
1312843,16 years old,Female,11th,White,White,22.8555,58.51
927237,17 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,28.1682,74.84
39558,16 years old,Female,12th,Hispanic/Latino,Hispanic/Latino,NA,NA
1099083,17 years old,Male,11th,All other races,Multiple - Non-Hispanic,15.8274,43.09
927106,17 years old,Male,11th,Black or African American,Black or African American,30.065599999999996,95.26
118029,16 years old,Female,9th,All other races,Am Indian / Alaska Native,NA,NA
1314188,16 years old,Female,10th,All other races,Multiple - Non-Hispanic,21.441399999999998,54.89
1304022,14 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,17.4279,52.160000000000004
641506,17 years old,Female,10th,White,White,24.657500000000002,67.13
772199,17 years old,Female,12th,White,White,21.697800000000004,61.24
1309981,18 years old or older,Male,12th,Black or African American,Black or African American,24.107100000000003,68.04
1308109,17 years old,Male,12th,White,White,25.919999999999998,79.38
1304365,15 years old,Male,10th,White,White,22.478199999999998,71.22
760981,14 years old,Male,9th,All other races,Native Hawaiian/other PI,17.4279,52.160000000000004
1305174,15 years old,Male,10th,Hispanic/Latino,Hispanic/Latino,23.6996,72.58
188344,16 years old,Female,11th,White,White,NA,NA
935369,17 years old,Female,10th,Black or African American,Black or African American,25.9908,70.76
120550,17 years old,Female,12th,All other races,NA,NA,NA
1096597,15 years old,Male,10th,All other races,Multiple - Non-Hispanic,23.3242,63.5
934986,16 years old,Female,10th,All other races,Multiple - Non-Hispanic,24.1952,76.66
329148,14 years old,Female,9th,All other races,Asian,21.6602,58.97
1314100,16 years old,Female,11th,White,White,19.463699999999996,56.25
1101398,18 years old or older,Male,12th,All other races,Native Hawaiian/other PI,20.089299999999998,56.7
1313033,16 years old,Female,10th,White,White,24.4376,74.84
34627,17 years old,Male,10th,Black or African American,Black or African American,NA,NA
930181,18 years old or older,Male,11th,White,White,31.412699999999997,113.4
111662,17 years old,Male,11th,All other races,Am Indian / Alaska Native,NA,NA
935684,17 years old,Female,12th,Black or African American,Black or African American,19.5988,63.5
398555,16 years old,Male,9th,All other races,Native Hawaiian/other PI,23.1915,73.48
933257,16 years old,Female,9th,White,White,21.697800000000004,61.24
400652,17 years old,Male,10th,White,White,19.9298,56.25
934349,16 years old,Female,11th,All other races,Asian,20.8936,58.97
407923,17 years old,Female,11th,All other races,Am Indian / Alaska Native,20.0234,51.260000000000005
1313792,16 years old,Female,10th,White,White,26.6325,70.76
1309234,18 years old or older,Male,12th,Black or African American,Black or African American,NA,NA
32308,16 years old,Male,10th,Hispanic/Latino,Hispanic/Latino,NA,NA
328931,12 years old or younger,Female,11th,Black or African American,Black or African American,NA,NA
1309291,18 years old or older,Male,12th,Black or African American,Black or African American,22.0789,73.94000000000001
31103,15 years old,Male,9th,White,White,NA,NA
1105593,16 years old,Female,9th,All other races,Asian,25.233800000000002,71.22
1309818,18 years old or older,Male,12th,White,White,21.1874,67.13
1102845,14 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,19.284999999999997,54.43
937585,18 years old or older,Female,12th,All other races,Native Hawaiian/other PI,49.082,125.64999999999999
1304454,15 years old,Male,10th,White,White,18.223699999999997,64.41000000000001
327401,17 years old,Male,12th,Hispanic/Latino,Hispanic/Latino,20.7581,65.77
409247,18 years old or older,Female,12th,All other races,Asian,23.3242,63.5
31595,15 years old,Male,10th,All other races,Am Indian / Alaska Native,NA,NA
1103462,15 years old,Female,10th,Hispanic/Latino,Hispanic/Latino,18.7945,56.25
39028,16 years old,Female,9th,White,White,NA,NA
113104,17 years old,Male,12th,Hispanic/Latino,Hispanic/Latino,NA,NA
928490,17 years old,Male,11th,All other races,Asian,27.402399999999997,83.92
932664,15 years old,Female,11th,Black or African American,Black or African American,21.6602,58.97
36793,14 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
1309310,18 years old or older,Male,12th,White,White,24.337200000000003,77.11
1309754,18 years old or older,Male,12th,White,White,21.4746,68.04
1314249,16 years old,Female,10th,White,White,28.252599999999997,81.64999999999999
37444,15 years old,Female,10th,Black or African American,Black or African American,NA,NA
499564,14 years old,Male,9th,All other races,Am Indian / Alaska Native,21.1293,70.76
40474,17 years old,Female,12th,Black or African American,Black or African American,NA,NA
1313616,16 years old,Female,10th,NA,NA,22.1484,56.7
180462,16 years old,NA,11th,White,White,NA,NA
1315259,17 years old,Female,11th,Black or African American,Black or African American,30.2102,72.58
121663,17 years old,Female,10th,Hispanic/Latino,Hispanic/Latino,NA,NA
931550,15 years old,Female,9th,White,White,18.6055,47.63
39871,16 years old,Female,10th,Black or African American,Black or African American,NA,NA
332273,16 years old,Female,10th,All other races,Native Hawaiian/other PI,18.781299999999998,49.9
1306500,16 years old,Male,10th,White,White,26.5228,79.38
1305788,16 years old,Male,10th,Black or African American,Black or African American,30.764699999999998,88.91000000000001
400688,17 years old,Male,11th,All other races,Native Hawaiian/other PI,23.3796,75.75
266302,15 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
322265,15 years old,Male,9th,All other races,Native Hawaiian/other PI,19.463699999999996,56.25
111680,17 years old,Male,10th,Hispanic/Latino,Hispanic/Latino,NA,NA
39181,16 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,NA,NA
922737,14 years old,Male,10th,Hispanic/Latino,Hispanic/Latino,21.1607,57.61
1314493,17 years old,Female,12th,Hispanic/Latino,Hispanic/Latino,41.1094,105.24000000000001
1310915,14 years old,Female,9th,NA,NA,20.4048,58.97
122883,18 years old or older,Female,12th,Black or African American,Black or African American,NA,NA
1311171,14 years old,Female,9th,Black or African American,Black or African American,NA,NA
1312645,15 years old,Female,10th,White,White,23.9,63.5
927650,17 years old,Male,12th,Hispanic/Latino,Hispanic/Latino,21.045299999999997,66.67999999999999
262771,18 years old or older,Male,11th,Hispanic/Latino,Hispanic/Latino,NA,NA
30599,12 years old or younger,Male,NA,Hispanic/Latino,Hispanic/Latino,NA,NA
1309815,18 years old or older,Male,12th,Hispanic/Latino,Hispanic/Latino,21.8995,53.98
933764,16 years old,Female,10th,Black or African American,Black or African American,22.195,58.97
501614,15 years old,Male,9th,White,White,NA,NA
41077,17 years old,Female,11th,White,White,NA,NA
642190,18 years old or older,Female,12th,All other races,Multiple - Non-Hispanic,17.68,49.9
1304277,15 years old,Male,10th,White,White,26.0346,73.48
936754,17 years old,Female,11th,All other races,Asian,27.6036,68.04
769450,15 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,21.902199999999997,52.620000000000005
1307806,17 years old,Male,11th,All other races,Asian,NA,NA
264971,15 years old,Female,9th,All other races,Asian,NA,NA
1305667,15 years old,Male,9th,NA,NA,33.7514,95.26
397919,15 years old,Male,9th,White,White,19.3284,61.24
108349,15 years old,Male,10th,White,White,NA,NA
1100027,17 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,21.3407,56.7
1108443,17 years old,Female,11th,White,White,NA,NA
1315773,17 years old,Female,12th,Black or African American,Black or African American,28.929299999999998,81.64999999999999
396928,15 years old,Male,9th,All other races,Multiple - Non-Hispanic,33.79690000000001,115.66999999999999
1306491,16 years old,Male,11th,Black or African American,Black or African American,33.3692,117.94000000000001
1311697,15 years old,Female,9th,All other races,Asian,NA,NA
37384,15 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
931853,15 years old,Female,9th,Black or African American,Black or African American,26.9969,64.86
190703,18 years old or older,Female,12th,White,White,NA,NA
635424,12 years old or younger,Female,12th,Hispanic/Latino,Hispanic/Latino,NA,NA
1310856,14 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,18.269399999999997,48.54
1309058,17 years old,Male,11th,Black or African American,Black or African American,28.1682,74.84
110584,16 years old,Male,9th,All other races,NA,NA,NA
922687,14 years old,Male,9th,White,White,24.290599999999998,74.39
1311274,15 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,42.2878,88.91000000000001
1313612,16 years old,Female,11th,Black or African American,Black or African American,NA,NA
1305298,15 years old,Male,9th,White,White,24.337200000000003,77.11
635338,18 years old or older,Male,12th,White,White,29.797800000000002,99.79
111920,17 years old,Male,12th,Hispanic/Latino,Hispanic/Latino,NA,NA
259746,16 years old,Male,11th,All other races,Asian,NA,NA
1306446,16 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,23.856800000000003,81.64999999999999
113864,18 years old or older,Male,11th,Hispanic/Latino,Hispanic/Latino,NA,NA
1103982,15 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
41877,18 years old or older,Female,12th,Hispanic/Latino,Hispanic/Latino,NA,NA
925065,16 years old,Male,11th,All other races,Multiple - Non-Hispanic,26.826800000000002,80.29
927901,17 years old,Male,11th,White,White,18.2188,65.77
1316056,18 years old or older,Female,12th,Hispanic/Latino,Hispanic/Latino,27.8203,71.22
406621,16 years old,Female,10th,All other races,Asian,29.445399999999996,72.58
1310942,14 years old,Female,9th,White,White,28.171900000000004,72.11999999999999
1098394,16 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,19.7033,58.97
1303883,14 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,16.2939,49.9
632403,16 years old,Male,11th,All other races,Asian,17.9989,50.8
185330,18 years old or older,Male,10th,Black or African American,Black or African American,NA,NA
925209,16 years old,Male,11th,White,White,23.856800000000003,81.64999999999999
255925,14 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
925727,16 years old,Male,9th,All other races,Asian,21.9945,59.879999999999995
929103,18 years old or older,Male,12th,Black or African American,Black or African American,23.0988,74.84
639201,16 years old,Female,11th,Black or African American,Black or African American,20.486299999999996,54.43
402850,14 years old,Female,9th,All other races,Multiple - Non-Hispanic,22.498599999999996,63.5
259997,16 years old,Male,9th,All other races,Asian,NA,NA
262821,18 years old or older,Male,12th,All other races,Am Indian / Alaska Native,NA,NA
1101153,18 years old or older,Male,11th,Black or African American,Black or African American,22.498599999999996,63.5
765498,17 years old,Male,9th,All other races,Am Indian / Alaska Native,20.7371,88
508479,15 years old,Female,10th,Hispanic/Latino,Hispanic/Latino,19.631900000000005,52.160000000000004
1306810,16 years old,Male,9th,All other races,Am Indian / Alaska Native,25.9012,83.92
34152,17 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,NA,NA
187975,16 years old,Female,11th,White,White,NA,NA
933394,16 years old,Female,10th,Hispanic/Latino,Hispanic/Latino,20.8936,58.97
1313668,16 years old,Female,10th,White,White,24.080199999999998,78.02
935928,17 years old,Female,12th,Black or African American,Black or African American,34.9899,95.26
933831,16 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,NA,NA
1311535,15 years old,Female,9th,White,White,20.8936,58.97
1316472,18 years old or older,Female,12th,White,White,23.003,56.7
1303513,NA,Male,10th,Black or African American,Black or African American,NA,NA
40373,17 years old,Female,11th,Black or African American,Black or African American,NA,NA
507528,14 years old,Female,9th,Black or African American,Black or African American,23.9239,58.97
1315577,17 years old,Female,12th,Black or African American,Black or African American,26.4308,63.5
1105313,16 years old,Female,10th,Black or African American,Black or African American,NA,NA
930064,18 years old or older,Male,12th,All other races,Multiple - Non-Hispanic,17.7114,68.04
1102681,14 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,24.0977,61.690000000000005
30612,14 years old,Male,9th,All other races,NA,NA,NA
1304764,15 years old,Male,9th,White,White,24.013800000000003,69.4
1106190,16 years old,Female,10th,Hispanic/Latino,Hispanic/Latino,NA,NA
1307528,17 years old,Male,11th,White,White,19.740699999999997,63.96
335980,18 years old or older,Female,12th,Black or African American,Black or African American,24.9116,78.93
41879,18 years old or older,Female,11th,All other races,Asian,NA,NA
1094545,17 years old,NA,12th,All other races,Multiple - Non-Hispanic,NA,NA
38765,16 years old,Female,11th,Black or African American,Black or African American,NA,NA
935852,17 years old,Female,11th,White,White,21.261699999999998,54.43
32586,16 years old,Male,9th,White,White,NA,NA
1311569,15 years old,Female,9th,White,White,19.3284,61.24
